Message,Status,Department
permisi pa saya mau curhat saya ngurus mutasi mobil jakarta ke brebes udh makan waktu bulan lebih hari saya sudah memberikan uang jt pada orang yg mengurus namun sampai sekarang masih belum ada kejelasan saya menghubungi orangnya nomernya malah gak aktif sekarang saya sdg d samsat untuk menanyakan hal ini namun hanya d suruh menunggu tanpa kejelasan kuga sudah sekitar jam tolong bantu pa terima kasih,Selesai,badan pengelola pendapatan daerah
mengenai pasilitas yg ada di samsat tanjung mohon untuk di adakan mesin pencetak plat nomor kami salaku warga taat pajak merasa dirugikan karna harus mundar mandir dengan jarak tempuh yg cukup jauh buat ngambil plat nomer udah gitu janji bulan jd di samperin lg katanya harus nunggu bulan bayangin dengan jarak tempuh km nyampe ke samsa gak dapat apa hnya bisa ngelus dada doang,Selesai,badan pengelola pendapatan daerah
assalamualaikum warakhmatullahi wabarokatuh saya mau tanya pak untuk mengurus akte kematian itu butuh berap lama ya pak semua persyaratan dokumen sudah lengkap tapi sudah minggu ini belum juga jadi aktenya pak ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
mau tanya seputat pembayaran pajak tadi pagi saya ke samsat pajak tahunan kenapa pembayaran beda dengan notis di notis tapi setelah saya bayar kata petugasnya ada biaya tambahan gesek nomor rangka mesin dan ktp nya tidak ada terimakasih,Selesai,badan pengelola pendapatan daerah
ijin pak gubernur sebenarnya berapa hari proses mutasi mobil ko sampai bulan bpkb belum jadi mohon bantuan nya untuk segera di bereskan ,Selesai,badan pengelola pendapatan daerah
alamat kabupaten brebes kecamatan jatibarang kelurahan klampis laporan selamat pagi pak saya mau sedikit curhat pak saya kan punya motor tetapi alamat di stnk dan bpkb sudah tidak sama lagi dengan di ktp saya sekarang dulu alamat saya ketanggungan brebes sekarang alamat saya klampis jatibarang brebes karena saya sudah ikut alamat istri tetapi masih sama kabupaten yaitu brebes mohon dipermudah kalo bayar pajak tahunan biar tidak usah merubah stnk dan bpkb toh masih satu nik dan masih satu kabupaten terima kasih,Selesai,badan pengelola pendapatan daerah
alamat kabupaten brebes bumiayu kecamatan paguyangan kelurahan wanatirta laporan pak sekarang kok kalo bayar pajak kendaraan misal alamat lama di purwokerto motor stnk purwokerto terus pindah di bumiayu alamat bumiayu jadi ribet sekali kalo mau tetep di pajak harus balik nama atau kalau tidak bayar rb udah rakyat lagi sengsara tambah susah pak tolong beri kebijakan yang memudahkan jangan mempersulit pak kami rakyat kecil sedang susah karena pandemi tambah lagi dibikin susah apa gak usah di pajak sekalian ya pak motornya terimakasih pak ,Selesai,badan pengelola pendapatan daerah
hari ini saya pajak kendaranaan biasanya setiap tahun saya pajak di samsat keliling kota semarang namun karena posisi saya sekarang di rumah dan sudah jatuh waktu pembayaran pajak saya mendatangin kantot samst bersama di kecamatan tanjung pada saat saya masuk semua berjalan normal saya menyerahkan berkas syarat untuk pembayaran pajak dan sudah mendapat nomor antrian namun saya dipanggil lagi dan saya ditanya sudah pernah bayar disini kemudia saya jawab belum pernah biasanya di samsat keliling kota semarang karena saya kuliah disana setelahnya nomor antrian saya di ambil dan saya di suruh menunggu sekitar menit saya heran ko orang yang datang setelah saya sudah di panggil ke loket saya belum tanpa ada fikiran negative saya tetap menunggu namun kemudian nama saya di panggil dan saya kaget ko sudah jadi dan langsung di suruh bayar dibagian pendaftaran bukan di loket pada cetakan stnk tertera biaya pembayaran rp namun saya diharuskan membayar rp saya merasa dirugikan dan saya menduga orang tersebut pegawai berseragam satpam sebagai calo padahal saya tidak menginginkan menggunakan calo jadi saya melaporkan hal ini agar tidak ada orang yang dirugikan kemudian hari bukan terkait uangnya namun integritas pekerjaannya terimakasih mohon diberikan pengarahan dan tindakan untuk praktik seperti ini ,Selesai,badan pengelola pendapatan daerah
assalamualaikum wr wb maaf pak ganjar pranowo saya cuma mau tanya pembangunan abutmen jembatan dan talud kalierang yang pernah saya buat laporannya pada januari lalu akan dilaksanakan atau dibangun kapan pak ini mumpung sudah memasuki musim kemarau dan di samping masjid al istiqomah juga sudah pada retak bahkan sudah ada yang gugur kejadian gugur yang di masjid udah atau bulan yang lalu ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
selamat pagi pak ganjar mohon maaf pak mau tanya kenapa banyak ktp elektronik yg sudah jadi tapi data nya belum aktif di data kemendagri malahan dr rekaman banyak ktp belum aktif pun juga sama saya berharap semua kartu ktp yg sudah di terima masyarakat itu otomatis sudah aktif terbaca di data kemendagri kasihan warga mau pengajuan ke bank tapi data ktp belum masuk di data kemendagri yg akhir nya warga ngurus lagi di capil udah gitu ngaktifkan nya nunggu x jam saya ingin warga terima ktp elektronik otomatis data sudah masuk di data kemendagri kasus seperti itu pasti di semua kota terjadi makasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
alamat kabupaten kota brebes kecamatan wanasari kelurahan sidamulya laporan assalamualaikum wr wb selamat pagi semoga kita selalu dalam keadaan sehat wal afiat aamiin saya ingin melapor bahwa bantaran sungai pemali yang berada di rt rw desa sidamulya kec wanasari kabupaten brebes tepatnya di selatan jembatan tol ketanggungan brebes keadaannya sudah memprihatinkan yang mana bantaran sungainya sudah terkikis dan ketika kondisi banjir langsung mengenai tanggul ini sangat berbahaya karena di samping tanggul merupakan perumahan warga jadi untuk mengantisipasi terjadinya tanggul yang jebol dan mumpung sekarang masih belum memasuki musim hujan mohon segera diperbaiki terimakasih,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamualaikum warga brebes niki pak ganjar gimana pak daerah brebes kok pelayanannya kurang terhadap masyarakat kecil seperti saya dan tentunya dipersulit mohon untuk dibenahi pak permasalahannya itu pas hari jumat bulan lalu aku mau ngurus perbaikan nama ktp di dikdukcapil kabupaten brebes berhubung jauh dari brebes selatan datang kelokasi dikdukcapil jam sebelas tapi kantor sudah tutup dan pelayanan hanya sampai setengah hari aku cba kontek temen dibanyumas itu pelayanan masih berjalan sampai sore tapi kenapa dibrebes cuma setengah hari ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
assalamu alaikum pak saya mau nanya apakah pengajuan surat perpindahan bisa dikirim via email saya sudah daftar online dapat notifikasi siap diambil nah itu bisa dikirim via email saja apa tidak pak matur suwun,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tolong aplikasi new sakpole agar dimaksimalkan apalagi dimasa pandemi sekarang ini mau bayar pajak malah seperti ini ,Selesai,badan pengelola pendapatan daerah
pembayaran pajak kendaraan bermotor lewat aplikasi new sakpole skg banyak ribetnya harus aploud macam setelah aploud nunggu verifikasi lumayan lama kapan bayar pajaknya keburu malas gajadi,Selesai,badan pengelola pendapatan daerah
samsat kecamatan tanjung kab brebes meminta upah sebesar rp untuk melakukan blokir stnk jika tidak yang bernama pak putut dari pihak samsat tanjung tidak mau proses ,Selesai,badan pengelola pendapatan daerah
setelah saya melakukan pengaduan tentang pegawai samsat kecamatan tanjung kab brebes yang bernama pak putut karena memibta imbalan untuk proses blokir samsat sebesar rp rbu sekarang malah pak putut menelefon kami dan mengatakan bahwa dia akan mengembalikan uang yg dia minta kepada kami dan menolak untuk melakukan atau membantu kami dalam proses blokir samsat dia pak putut mengatakan untuk kami langsung ke semarang pegawai macam mana pak putut ini mohon di tindak lanjuti dengan segera ,Selesai,badan pengelola pendapatan daerah
ni jalan pejagan bumiayu klo ga ditanggul kokoh jalannya dicor berkali pun akan ambrol terus smg bsk dibikin talud trapesium yak nuwun sy krg tahu statusnya jl nasional atau jl provinsi tp blm ada tahun aspal baru sdh mlorot semua krn sisi sungai sisi nya lg sawah turun truk besar dan muatan berat msh lewat situ dibeton pun klo tanpa talud ttp mlorot jadinya kaya di sktr sukorejo,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum pak gubernur bantu sampaikan ke bawahanya agar aplikasi new sakpole untuk bayar pajak online jateng bisa di kembalikan ke sakpole yang sebelumnya karena apliksi new sakpole sekarang jadi lebih rumit untuk pendaftaranan pajak karena harus melampirkan foto ktp dan foto selfie ktp sedangkan untuk pemilik motor tangan ke kesulitan untuk pinjem ktp nya aja sulit apa lagi kalau minta sama foto selfi ktp juga padahal di aplikasi sakpole sebelumnya tidak menyertakan foto selfie ktp nanti juga pas pengambilan stnk dan pengesahan mewajibkan di samsat pakai ktp asli mohon di permudah orang yang patuh membayar pajak jangan di persulit makasih sebelumnya,Selesai,badan pengelola pendapatan daerah
mau bayar pajak motor lewat sakpole tidak bisa sudah mendaftar sesuai mekanisme pendaftaran tetapi verifikasi tidak muncul sudah ditunggu beberapa hari terimakasih ,Selesai,badan pengelola pendapatan daerah
alamat kabupaten kota bumiayu brebes kecamatan paguyangan kelurahan taraban laporan pungli ktp asli samsat bumiayu,Selesai,badan pengelola pendapatan daerah
selamat malam admin maaf mau nanya daerah songgom brebes apakah masih masuk jawa tengah kalo iya tolong di cek jalan nasionalnya dari tahun kemarin jalan nasional seperti sungai kering mohon atensinya ,Selesai,dinas pekerjaan umum bina marga cipta karya
malam pak ganjar punten jalan nasional daerah songgom kapan di perbaiki rusak terus jalan di situ dari tahun ke tahun padahal akses jalan nasional sudah banyak memakan korban semoga cepat di respon di kerjakan ,Selesai,dinas pekerjaan umum bina marga cipta karya
alamat kabupaten kota brebes kecamatan bulakamba kelurahan cipelem laporan kejadian tepat di hari sabtu kemarin saya ke samsat slamat guna pencabutan berkas untuk balik nama saya cek bea balik nama di sakpolee sekitar rp namun ketika sampai di samsat baru cek fisik aja sudah kena rp ditambah dengan biaya fiskal sebesar rp dan biaya lain yg menurut saya benar karena melalui kasir namun tidak dengan cek fisik dan fisika tersebut ,Selesai,badan pengelola pendapatan daerah
assalamualaikum pak tdii tanggal mau pajak motor di samsat bumiayu saya sudah bawa foto kopy ktp anak saya motor atas nama anak saya ko ngga bisa pajak ko di minta ktp aslinya sedangkan anak saya lg ada di perantauan,Selesai,badan pengelola pendapatan daerah
lapor pak gub apakah sop pelayanan samsat sudah berubah saya bayar pajak tahunan kendaraan bermotor di sop pelayanan tertulis waktu sop menit tapi sudah satu jam belum dapat nomor antrian juga apakah butuh waktu lama kalo hanya untuk perpanjangan masa stnk,Selesai,badan pengelola pendapatan daerah
alamat kabupaten kota brebes kecamatan brebes kelurahan brebes laporan slamat pagi pak ganjar kemarin sya pajak motor per tahun ganti plat ktp an kendaraan yg sya pakai hilang kemarin sya ke samsat pembantu tanjung brebes apakah benar tanpa ktp membayar uang sebesar rb itu pun sya udah bayar pak karna sya udah telat bulan mohon solusinya pak ganjar terimakasih pak ,Selesai,badan pengelola pendapatan daerah
alamat kabupaten kota brebes kecamatan paguyangan kelurahan pakujati laporan assalamualaikum wr wb pak ganjar saya warga brebes kecamatan paguyangan saya tadi siang mau bayar pajak kendaraan motor terus karena saya sudah pindah alamat jadi tidak bisa bayar pajak ahirnya motor saya telat pajak yang jadi pertanyaan mengapa dengan bayar pajak uang rb jadi bisa di proses secara orang awam kalau sudah tidak bisa ya sudah berarti tidak bisa bayar pajak mau pindah alamat kurang lebih harus jt persyarat sudah lengkap cuma beda alamat di ektp yang pajak tidak ada ktp bisa di proses dengan bayar rb sedangkan di stnk tidak tertera uang tambahan rb terima kasih pak ganjar wassalamualaikum wr wb nb mohon jawabnya ,Selesai,badan pengelola pendapatan daerah
alamat kabupaten kota brebes kecamatan banjarharjo kelurahan penanggapan laporan assalamualaikum wr wb kepada yg terhormat bpk ganjar saya mewakili desa untuk melaporkan pengerjaan pelebaran jalan jalur propinsi desa penanggapan kec banjarharjo kab brebes pengerjaan ini di anggap asal asalan karna tanpa melalui pemadatan terlebih dahulu tanpa menggunakn pelastik bahkan kedalaman ketebalannya pun sngt minim galian pelebaran jln yg masih berlumpur langsung d tuangi cor an dengan cor an ato beton yg tidak memenuhi standar syarat yg sharusnya coran d buat secara manual dgn takaran yg asal an tanpa d kasih obat pengeras yg lebih miris parahnya lagi udah manual ngaduknya malah menggunakan beko alhasil pengerjaan jaln belum kelar namun sudah rusak lagi padhl belum d lalui mobil besar dgn muatan berat semoga bapak dgn cepat menanggapi laporan ini kami mohon untuk segera di tindak lanjuti terimakasih ,Selesai,dinas pekerjaan umum bina marga cipta karya
menindaklanjuti aduan sebelumnya link https laporgub jatengprov go id main detail html mohon progres untuk jalur pendestrian di jalan raya brebes yang masih minim tidak dmanfaatkan secara maksimal yg seharusnya bs buat aliran air juga kurangnya penghijauan penataan kota minimal foto rancangan diliatin biar tau bakal ada rencananya apalagi dpnnya ada kantor pupr jg kl gk salah cobalah survey utk sekelas stasiun apakah tidak mementingkan kenyamanan utk pejalan kaki ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum wr wb ijin melaporkan kenapa di samsat kab brebes masih banyak pungli atau calo contoh pungli y knph kita hrus byar ktp pemilik kendaraan jika kendaraan tersebut bukan nama kita dan dikenakan pungutan rp per ktp kan di stnk sudah ada nama dan alamat lengkap pemilk kendaraan pertama kita juga belinya secara seken yng kedua pencaloan knph klo kita byar pjak sndiri ituh agak lama smpe ber jam serasa disulit kan degan pengantrian berkas sedang kan klo kita pake colo ituh terasa mudah cukup duduk santai di warung tiba sudah selesai jadi tnggapan masyarakat klo pjk mending pke calo ajh cukup ksih uang rokok pkerjan selesai jdi sngat menghambat pelayanan saya minta kpd pemerintah terkait khusus y bpk ganjar pranowo selaku gubernur jawa tengah bisa menindak lanjuti laporan inih trimakasih ,Selesai,badan pengelola pendapatan daerah
selamat malam bapak mohon maaf mengganggu waktunya saya tenaga kontrak provinsi jawa tengah bertugas di samsat uppd kabupaten grobogan saya tenaga kontrak dari tahun anggaran sampai sebelum nya dari saya tenaga keamanan satpam di uppd kabupaten grobogan saya telah mengabdikan diri dari tahun di samsat uppd grobogan dan tidak pernah terlibat kesalahan baik pelanggaran kedisplinan ataupun korupsi di kantor apakah nepotisme di jajaran pemrov jawa tengah masih ada tanpa alasan yang jelas dan kesalahan yang posisi saya sebagai tenaga teknis digantikan oleh anak mantan kepala uppd kab grobogan yang sekarang masih menjabat kepala uppd semarang dl saya terkonfirmasi covid dan disuruh dokter istirahat dirumah tapi pada kenyataan nya absensinya di buat alfa tanpa keterangan yang jelas jelas merugikan saya saya kepala rumah tangga dengan anak asli brebes dan dengan menginjak umur thn sudah susah mencari pekerjaan mohon kalau praktik nepotisme benar benar dilarang kenapa masih ada yang seperti itu saya sadar saya tidak punya famili ataupun dekingan di bapenda cuman yang saya sayangkan tidak pernah ada masalah tapi tidak dilanjut kontrak nya demi kepentingan anak kepala uppd mohon kiranya bapak sudi membalas unek unek saya maturnuwun,Selesai,badan pengelola pendapatan daerah
jalan dr pasar larangan kab brebes sd pintu tol pejagan rusak parah macet total mohon segera diperbaiki krn sdh bertahun tahun tdk di perbaiki padahal banyak kendaraan besar dan kecil melintasi jalan tsb krn dr kab banyumas ke jakarta merupakan jalur terdekat,Selesai,dinas pekerjaan umum bina marga cipta karya
pak tolong irigasi kami di cek pak sdah lbih th blm dperbaiki bendungan irigasi ddesa kami jebol petani ddesa kami sangat menderita kami petani dri desa kalinusu kec bumiayu kab brebes,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamulaikum pak ganjar aku pengin lapor kenapa pajak kedaraan bermotor tidak ada tkp pemilik sekarang mahal sekali sampe rb lebih tolong pak ditangapin karena kasihan yg hanya bsa beli motor bekas belum bsa balik nama trimakasih pak,Selesai,badan pengelola pendapatan daerah
nyuwun sewu pak ganjar pranowo sekalian niku pak sepanjang jalan songgom sing pinggir kali nyuwun tulung didandani banyak yg mengeluhkan kondisi jalan tersebut pak walaupun memang kendalanya itu tanah yg bergerak pasti pihak kontraktor jauh lebih paham pak karena jalan itu akses utama jalan ke bumiayu purwokerto kebumen dan sekitarnya pak,Selesai,dinas pekerjaan umum bina marga cipta karya
asalamualaikum pak saya mau lapor jalan raya antar provinsi khusus nya di daerah larangan songgom sudah rusak banget pak apalagi kalo pas hujan jalannya rusak dan agak miring pak kadang saya selaku pengguna sepeda motor kalah dan minggir ke tepi an karena jalan nya di kuasai oleh truk truk besar mohon untuk segera di betul kan pak sekian laporan dari saya makasih pak semoga bapak dan keluarga sehat selalu ,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum sebenernya kejadian sdh beberapa bln pak tp masih mengganjal saja di hati hehe kejadian di samsat tanjung brebes saya bayar mutasi masuk rb tp setelah saya terima stnk tertera rb apakah itu wajar pak suwun bapak ,Selesai,badan pengelola pendapatan daerah
saya mau bayar pajak untuk ganti stnk dan tnkb motor di samsat keliling di kecamatan salem dengan biaya rp itu kurang lebihnya dan kalau bayar di samsat bumiayu katanya sekitar rp ko biayanya bisa beda tolong minta penjelasannya kenapa bisa beda antara samsat keliling dengan samsat kantor,Selesai,badan pengelola pendapatan daerah
assalamu alaikum wr wb bapak gubernur jawa tengah yth bapak ganjar pranowo yang saya hormati dan saya mulyakan saya adalah rakyat yang ingin berusaha baik dengan membayar pajak kendaraan bermotor sesuai jadwalnya bulan februari ini saya baru membayar salah satu sepeda motor merk supra tahun tahun sebelumnya tidak ada masalah tetapi tahun ini sebagai akibat pindah domisili dari kalilangkap bumiayu ke laren bumiayu ternyata dianggap bermasalah besar pajak tertulis rp tetapi yang harus dibayarkan pada oknum samsat pembantu brebes yang berada di paguyangan tertulis namanya yosepi adalah rp ironisnya pembayaran tersebut tidak di kasir tetapi pada oknum tersebut perlu bapak gubernur ketahui sebelumnya saya hidup bersama mertua tetapi saya juga ingin mandiri dengan membeli perumahan oleh karena itu saya pindah domisili padahal yang saya lihat nik saya tidak berubah dan kalaupun membayar sejumlah an ribu mestinya itu tercatat pada lembar pkb tetapi hal tersebut tidak tercatat mohon kebijaksanaan bapak gubernur untuk mengatasi masalah pungli ini atau lebih baik kami tidak usah membayar pajak jika masih ada pungli terima kasih atas perhatian bapak ganjar yang budiman wassalamu alaikum wr wb ,Selesai,badan pengelola pendapatan daerah
assalamualaikum saya ucapkan terimakasih atas respon laporan saya tentang perpanjangan pajak kbm dan saya sebagai pelapor sudah mendapatkan penjelasan yang sangat baik dan mudah dimengerti oleh saya dan saya ucapkan terima kasih kepada bapak kepala kantor samsat setempat yang telah memberikan penjelasannya dan keramahanya sehingga apa yang saya laporkan sudah diselesaikan dengan baik terimakasih atas pelayanannya sukses selalu kantor samsat dan semua jajaranya assalamualaikum wr wb,Selesai,badan pengelola pendapatan daerah
assalamualaikum selamat malam pak mohon maaf sebelumnya pak saya mau tanya kenapa biaya penerbitan stnk tnkb mutasian mahal sekali ya adik saya baru saja melakukan mutasi kendaraan dari plat bekasi ke bumiayu brebes motor satria tahun di mana harga jualnya sekarang di bawah jt tapi biaya penerbitan nya jt trimakasih pak,Selesai,badan pengelola pendapatan daerah
selamat pagi kak ijin lapor jalan rusak yang blom d perbaiki malah di lewati saat perbaikan jalan ada sekitar titik sama lampu penerangan jalan nya juga pada mati jalan raya pejagan prupuk tepatnya di desa karang bale kecamatan larangan kab brebes,Selesai,dinas pekerjaan umum bina marga cipta karya
mohon maaf pak saya mau tanya tentang pajak stnk motor diwilayah saya samsat desa pagojengan kecamatan paguyangan kabupaten brebes ini saya mau bayar pajak tahunan tp kok dipersulit yah alasan cuma beda desa kelurahannya saja pdhl kecamtan dan kabupatennya msh sama itu knp yh pak matursuwun ,Selesai,badan pengelola pendapatan daerah
lapor pak ganjar jalan di lampu merah dekat rumah sakit yg lagi di bangun di ketanggungan rusak parah hampir tiap hari ada sepeda motor yg jatuh karena jalan berlubang banjir sudah tahun tidak ada perbaikan padahala deket sama rumah anggota dewan juga,Selesai,dinas pekerjaan umum bina marga cipta karya
ijin laporan jalan provinsi tepatnya pasar kersana kab brebes jalan rusak parah,Selesai,dinas pekerjaan umum bina marga cipta karya
asalamualikum pak ganjar pranowo bisa ngga pak jalan di brebes ketanggungan khusus nya yg dket lampu merah di perbaiki disitu sudah banyak pengendara yang jatuh pak bupati brebes ibu ida apriyanti tidak ada tanggapan nya sama skali pak semoga bisa di denger suara saya oleh pak ganjar pranowo amiin ,Selesai,dinas pekerjaan umum bina marga cipta karya
jalan rusak parah di depan pasar kersana kec kersana kab brebes mohon segera di perbaiki,Selesai,dinas pekerjaan umum bina marga cipta karya
assalamualaikum wr wb pak ganjar atau team it nya tolong sidak pak darah songgom brebes jalan alternatif itu rusak kapan diperbaikinya dan jalan yg sering banjir dibawah jembatan rel kereta api kalau bisa bikin fly over kalau perbaiki percuma malah tetap kerendam ,Selesai,dinas pekerjaan umum bina marga cipta karya
selamat siang pak ganjar saya mau tanya kenapa data di cetakan e ktp sama data di web portal data kependudukan kemendagri itu berbeda di temukan perbedaan nama dan tanggal lahir akibat nya warga yg mau pengajuan kredit usaha rakyat harus ngurus kembali agar data nya sama ada juga warga yg e ktp nya tidak ditemukan di data portal kemendagri akhirnya ngurus kartu keluarga lagi agar dapat nomer nik baru tolong untuk pencetakan e ktp harus teliti sama data ny dengan di kemendagri ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
tolong donk pak ganjar samsat untuk wilayah brebes di tinjau kembali khusus nya samsat pembantu bumiayu yang saya rasa sangat membebani bagi kami rakyat yang berpenghasilan pas an mau bayar pajak aj dpersulit se tidaknya hapus persyaratan ktp agar kami bisa bayar pajak kendaraan lebih mudah,Selesai,badan pengelola pendapatan daerah
alamat kabupaten kota brebes kecamatan sirampog kelurahan wanareja laporan jalaan provinsi rusak sudah sangat lama tidak ada perbaikan mohon di cek sendiri kalau kurang percaya jalan tersebut sangat vital karena menjadi jalan utama bagi beberapa desa di lereng gunung slamet dan menjadi tumpuan ekonomi warga setempat ,Selesai,dinas pekerjaan umum bina marga cipta karya
alamat kabupaten kota brebes bumiayu kecamatan bumiayu kelurahan jatisawit laporan sudah x membetulkan data di kk masih tetap salah juga,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pengaktifan nik ktp dan perubahan kk pengajuan per tanggal maret sampai sekarang belum jadi maaf pak ada kendala apa ya pak,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
saya mau melaporkan setiap saya mau mengurus administrasi di dukcapil selalu tidak bisa dengan alasan server offline padahal sudah satu bulan lebih apakah ada yg salah dengan kinerja mereka karena jarak dan waktu yg di tempuh lumayan jauh belum lagi biaya yg di keluarkan,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
lamanya cetak ktp dan bwt kk antri bln baru bisa di layani surat ktp sementara pun tak mau terbitkan ,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
pak maaf mau lapor sepeda motor ibu saya di brebes skrng jga di brebes tpi ktp di stnk msih jakarta permsalahanya pajak motor online dsebut kan rp stelah ke samsat pajak brebes dikenain rp orang samsat bilang buat urus krim data dan administrasi bukanya kalau pajak online tetap sama sesuai yg tertera pak mohon di audit samsat brebes ya ,Selesai,badan pengelola pendapatan daerah
mau lapor pak aku mutasi balik nama motor tapi dari pihak samsat bumiayu terlalu lamban lama waktu udah bulan janji cuman maximal bulan udah beres tapi sampe sekarang gak ada kejelasan trimakasih,Selesai,badan pengelola pendapatan daerah
assalamualaikum pak gubernur motor sya kan plat g mau pajak tahunan tapi posisi kendaraan motor saya lg di jakarta bisa ga kalau ngurus pajak tahunan nya si jakrta,Selesai,badan pengelola pendapatan daerah
assalammualikum bapak gub ini pak gub minta agar perpajakan di samsat agar di permudah dan bagi pegawe yg korupsi lah pak banyyak penggantinnya pak bapassalammualikum bapak gub ini pak gub minta agar perpajakan di samsat agar di permudah dan bagi pegawe yg korupsi lah pak banyyak penggantinnya pak bapak gubenur apa benet aturan dari pusat pak kepemilikan motor nama ke misal bayar pajak di kenakan buat ktp ribu pak itu yg terjadi di samsat brebes selatan bumiayu pak sedang menggapa tidak di permudah aja pak pajak motor dan jaggan ada oknum yg merugikan negara pak demikiyan wasalam,Selesai,badan pengelola pendapatan daerah
laporan jalan provisin bumiayu tuwel rusak lgi pdhal baru beberpa bulan dibetulkan dan itu jalan akses utama buat pedagang anak sekolah karna jalan yg rusak ekonomi jadi susah contoh harga sayuran yg tadinya stabil karna jalan rusak pedagang minta potongan harga,Selesai,dinas pekerjaan umum bina marga cipta karya
jln provinsi pejagan prupuk desa karang balert kabupaten kota brebes kecamatan larangan desa kelurahan karang bale mohon diperbaiki jln rusak lampu jln mati,Selesai,dinas pekerjaan umum bina marga cipta karya
bendungan sudah tidak kondusif di era ini sudah tidak dapat menampung volume air yang dibutuhkan tolong di monitor dan di carikan solusinya sudah puluhan hektar lahan sawah beralih fungsi jadi rumah kebun bahkan ditinggalkan begitu saja karena tidak mendapat pasokan air fyi saya sudah dm bpk gunernur terkait hal ini ,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assalamu alaikum mohon bantuan penahan tebing sungai pemali di dk penanjung pruwatan bumiayu brebes setinggi meter,Selesai,dinas pekerjaan umum sumber daya air dan penataan ruang
assallammualaikum selamat siang mohon maaf saya ingin menanyakan beberapa hal terkait e ktp dan permasalahan pembuatan kartu keluarga baru tahun ktp saya semarang sudah dipindah ke ktp kab slawi dikarenakan berdomisili di slawi ktp sudah menikah adapun prosesnya sudah sesuai alur dari cabut berkas tingkat rt kecamatan tahun melakukan perekaman e ktp di disdukcapil slawi tahun pemindahan ktp domisili brebes tahun sudah mengikuti program onlinesasi ktp lewat kelurahan tahun updating kk baru penambahan anggota keluarga permasalahan akhir juli mengajukan anggota keluarga baru di kk tetapi nama saya sebagai kepala keluarga tidak muncul di updating kk baru padahal untuk kk tahun nama saya sebagai kepala keluarga masih ada alasan dari disdukcapil brebes data ktp saya diambil oleh disdukcapil semarang dengan status belum menikah dan harus diurus dari awal pengajuan cabut berkas dari rt s d kecamatan di semarang pertanyaan saya kenapa kok sudah online tapi malah dibikin lebih repot lagi saya harus ngurus ke semarang yg mengorbankan tenaga biaya waktu dan harus meninggalkan tugas kedinasan apakah ada solusi yg terbaik trimakasih,Selesai,"dinas pemberdayaan masyarakat, desa, kependudukan dan pencatatan sipil"
kepada seluruh samsat di brebes adanya pungli pada pembayaran pajak kendaraan pembelian second penambahan nilai pajak sejumlah ribu namun di stnk tidak ada rincian tambahan mohon diusut tuntas karena meresahkan masyarakat dan menjadi kebiasaan pegawai disana tolong cross cek langsung dgn berpura menjadi masyarakat dgn membayar pajak kendaraan second terimakasih,Selesai,badan pengelola pendapatan daerah
mohon ijin saya budi yuniyanto koperasi angkuatn kopja bumiayu kojabu bahwasaat ini pajak tahunan mobil angkutan barang plat kuning koperasi ditolak oleh samsat karena tdk ada surat rekom dr dinhub provinsi syarat pengajuan rekom koperasi sertifikat standartnya harus sudah terverivikasi saat ini koperasi sedang melengkapi persyaratan untuk verivikasi sertifikat standart usul saya selama sertifikat belum terverivaksi mohon pembayaran pajak untuk tetap diterima karena secara psikologis pemilik menjadi malas untu tertib pajak kalau memang stnk semwntara akan ditahan di samsat selamat sertifikat koperasi belum terverivikasi tidak jadi masalah yg penting pembayaran pajak nya sdh diterima dan stnk sdh diperpanjang jd tdk kena denda karena terlambat juga ketika belum bayar pajak otomatis belum bisa uji kir sementara kebanyakan angsuran kendaraan tetap jalan ttp kendaraaan taku bawa muatan jauh karena belum bisa pajak,Selesai,badan pengelola pendapatan daerah
alhamdulillah terima kasih atas respon cepat semua pihak dan sekarang pengurusan verivikasi sertifikat standart oss berbasis resiko serta rekom pajak dibantu dan difasilitasi pembayaran pajak sudah bisa di laksanakan di samsat bumiayu semoga layanan dan kecepatan respon ini bisa selalu terjaga untuk kenyamanan masyarakat wajib pajak selamat ulang tahun jawa tengah ke dirgahayu republik indonesia ke pulih lebih cepat dan bangkit lebih kuat merdeka ,Selesai,badan pengelola pendapatan daerah
